127.0.0.1 - - [23/Dec/2022:16:06:14 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:06:15 +0900] "GET /HRD_1234_easy2/index.jsp HTTP/1.1" 200 1523
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:06:15 +0900] "GET /HRD_1234_easy2/style.css HTTP/1.1" 200 1376
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:06:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:06:26 +0900] "GET /HRD_1234_easy2/list.jsp HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:06:29 +0900] "GET /HRD_1234_easy2/result.jsp HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:06:30 +0900] "GET /HRD_1234_easy2/index.jsp HTTP/1.1" 200 1523
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:06:32 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 404 799
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:10:50 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 200 2046
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:10:50 +0900] "GET /HRD_1234_easy2/script.js HTTP/1.1" 200 852
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:11:34 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 200 2093
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:19:55 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 200 2111
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:20:26 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 200 2191
0:0:0:0:0:0:0:1 - - [23/Dec/2022:16:51:47 +0900] "GET /HRD_1234_easy2/list.jsp HTTP/1.1" 200 2961
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:05:48 +0900] "GET /HRD_1234_easy2/modify.jsp HTTP/1.1" 200 1252
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:06:11 +0900] "GET /HRD_1234_easy2/modify.jsp HTTP/1.1" 200 1293
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:06:56 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 200 2191
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:06:57 +0900] "GET /HRD_1234_easy2/list.jsp HTTP/1.1" 200 2961
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:07:00 +0900] "GET /HRD_1234_easy2/result.jsp HTTP/1.1" 200 118
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:07:03 +0900] "GET /HRD_1234_easy2/list.jsp HTTP/1.1" 200 2961
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:07:04 +0900] "GET /HRD_1234_easy2/modify.jsp?custno=100001 HTTP/1.1" 200 2471
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:07:10 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 200 2191
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:07:11 +0900] "GET /HRD_1234_easy2/list.jsp HTTP/1.1" 200 2961
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:07:12 +0900] "GET /HRD_1234_easy2/modify.jsp?custno=100001 HTTP/1.1" 200 2471
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:20:27 +0900] "GET /HRD_1234_easy2/index.jsp HTTP/1.1" 200 1523
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:20:31 +0900] "GET /HRD_1234_easy2/add.jsp HTTP/1.1" 200 2191
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:20:52 +0900] "GET /HRD_1234_easy2/action.jsp?gubun=add&custno=100008&custname=%EA%B9%80%ED%96%89%EB%B3%B5%ED%96%89%EB%B3%B5&phone=010-4234-4353&address=%E3%85%81%E3%85%81%E3%85%81%E3%85%81&joindate=2012-12-23&grade=A&city=A HTTP/1.1" 200 223
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:20:53 +0900] "GET /HRD_1234_easy2/index.jsp HTTP/1.1" 200 1523
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:20:54 +0900] "GET /HRD_1234_easy2/list.jsp HTTP/1.1" 200 3196
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:20:58 +0900] "GET /HRD_1234_easy2/modify.jsp?custno=100001 HTTP/1.1" 200 2471
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:21:07 +0900] "GET /HRD_1234_easy2/action.jsp?gubun=modify&custno=100001&custname=%EA%B9%80%ED%96%89%EB%B3%B5%ED%96%89%EB%B3%B5%ED%96%89%EB%B3%B5&phone=010-1111-2222&address=%EC%84%9C%EC%9A%B8+%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC+%ED%9C%98%EA%B2%BD1%EB%8F%99&joindate=2015-12-02&grade=A&city=01 HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:21:09 +0900] "GET /HRD_1234_easy2/index.jsp HTTP/1.1" 200 1523
0:0:0:0:0:0:0:1 - - [23/Dec/2022:17:21:10 +0900] "GET /HRD_1234_easy2/list.jsp HTTP/1.1" 200 3196
